lp,sygna³1,sygna³2,sygna³3,sygna³4,liczby
81,-1.6204069236698178,-0.84644963500296699,-0.8491442327554457,-0.84401870018116099,1
82,-1.6230472928762716,-0.81668190313502176,-0.82313136021225919,-0.81665572383694074,1
83,-1.5980516730585177,-0.81848079490315806,-0.81876876718204894,-0.80346322755398614,1
84,-1.5926905268015041,-0.86919009528603008,-0.86736502421981276,-0.86272567860988925,1
85,-1.579486810819372,-0.83273542270825562,-0.83559270609880898,-0.83212768900280409,1
86,-1.6092676323363577,-0.81367128385570819,-0.82498074062669458,-0.82114547345782996,1
87,-1.6013633542657626,-0.81430332690937768,-0.82216272618326269,-0.80572025703853978,1
88,-1.6096060932615477,-0.86164297763925413,-0.85347316668812323,-0.84334738818037003,1
89,-1.603238913978279,-0.86905171899617351,-0.86664883342231147,-0.86202444741129136,1
90,-1.6119117414425375,-0.81717369994897171,-0.8246965082475296,-0.81432763625759574,1
91,-1.5901885338849069,-0.80244784477841646,-0.80887860235702458,-0.80399616326492052,1
92,-1.6123212604625186,-0.85794047691065733,-0.85783762966819632,-0.85320576385772451,1
93,-1.6187613677904413,-0.85079165858468497,-0.85423049638260895,-0.84332681873187776,1
94,-1.5948503188931855,-0.81551879432028074,-0.81953731657571227,-0.81165173800374635,1
95,-1.6090955969489684,-0.82178686626081421,-0.82034513491649697,-0.81599376158546433,1
96,-1.6092227535396475,-0.85824714868817753,-0.85800966505558574,-0.85911854532430176,1
97,-1.6051817918858609,-0.85274014634185558,-0.85944578655031412,-0.85199964619613622,1
98,-1.6068759664616732,-0.8167454814303613,-0.81066814437584633,-0.8080277751693925,1
99,-1.6129233843183812,-0.83451748492762567,-0.83124507266750225,-0.82156247227726287,1
100,-1.6100717107774165,-0.8570616004750814,-0.8583518658805015,-0.85125353620082811,1
101,-1.6339023518305666,-0.86442920293501635,-0.86721916813050437,-0.8575403076399909,1
102,-1.6237616137239099,-0.83300095558879128,-0.82886836639172123,-0.82196825139751817,1
103,-1.6127831380786617,-0.80581749443141204,-0.80773980289050173,-0.80178962242666585,1
104,-1.6110309950570985,-0.85969074998235762,-0.86018067684644473,-0.84996327079540801,1
105,-1.6217794668692067,-0.85172663351614875,-0.85701859162823402,-0.85504579452284535,1
106,-1.6148363430281563,-0.82081823223181771,-0.82277419978844002,-0.81422291906527189,1
107,-1.6268676004462328,-0.8331187624301557,-0.83223988599457976,-0.83138905880694769,1
108,-1.5986743663628726,-0.8299417176130417,-0.84168687270209019,-0.83554034750264705,1
109,-1.5985378600228788,-0.8477735595059197,-0.84991465209897188,-0.83697646899737543,1
110,-1.6290891008833908,-0.83558335634949443,-0.84107913899663878,-0.82890763533884271,1
111,-1.6296239065441882,-0.83276534190606244,-0.83329453771727091,-0.830347496733297,1
112,-1.6149878089670533,-0.85495790687928774,-0.85892033063883144,-0.85098800332029234,1
113,-1.6255305862942395,-0.85330300125059677,-0.85830511713392821,-0.8469620012654091,1
114,-1.6175253309310462,-0.822514276757493,-0.82795396090874962,-0.81113937174130413,1
115,-1.6224470389702719,-0.82646735076772204,-0.82724151001097412,-0.82638694292361625,1
116,-1.6209978278265029,-0.86112874142694906,-0.86806625541841054,-0.85145549078602423,1
117,-1.6255380660936911,-0.85739071165095659,-0.86074914160477467,-0.85416691808726941,1
118,-1.6237934028715797,-0.82683760084058178,-0.83000529590838124,-0.81758508891881576,1
119,-1.6218692244626272,-0.83126190221626861,-0.82948731979635026,-0.82066676629292057,1
120,-1.6222282548363092,-0.85952806434428297,-0.86875252701810501,-0.86917700563698963,1
121,-1.6168147499831338,-0.84835885381301612,-0.84827470606918431,-0.84164199390537997,1
122,-1.6122651619666308,-0.82231980197174859,-0.82165596977040922,-0.82826624253585845,1
123,-1.6148643922761001,-0.81470723607977014,-0.81313834814477381,-0.80661035317329344,1
124,-1.6165697865510902,-0.86706583224174427,-0.86212355475402647,-0.85857251996432693,1
125,-1.6097425996015413,-0.84382796529514237,-0.85090198562659769,-0.84240306349959149,1
126,-1.6187146190438682,-0.82456561175712473,-0.82506488837052638,-0.8162779939646293,1
127,-1.632264275750642,-0.83124507266750225,-0.8343211401920182,-0.82910211012458712,1
128,-1.611072133954083,-0.83889316760687638,-0.84483773822112329,-0.83606206351440382,1
129,-1.6215214137881226,-0.86490043030047403,-0.86748283106117718,-0.85718127726630877,1
130,-1.612932734067696,-0.82911893967335348,-0.82710500367098039,-0.82365868607360482,1
131,-1.6108776591683385,-0.79904453602788816,-0.80862802907539233,-0.80284427414935711,1
132,-1.6272247608700519,-0.8572411156619224,-0.86400098441640583,-0.85648565591729964,1
133,-1.6216990590251008,-0.85441562141903871,-0.8567474488981095,-0.85131524454630469,1
134,-1.6186042920019554,-0.834895214799937,-0.83531969341882162,-0.8316564616373463,1
135,-1.6162687246231588,-0.81760378841744508,-0.8190230803634071,-0.81857616234616737,1
136,-1.6123623993595029,-0.84910870370805003,-0.85865479775829567,-0.84836446366260487,1
137,-1.5952467482641262,-0.83543376036046013,-0.83776558783953092,-0.8326138759671653,1
138,-1.6079474477331308,-0.81476894442524672,-0.81247451594343445,-0.80611481645961758,1
139,-1.6145708101476206,-0.83174808918062981,-0.83433048994133285,-0.82621677748608979,1
140,-1.6131776974997394,-0.85312535601361872,-0.84907691456038026,-0.84903764561325878,1
141,-1.6142847078185927,-0.86210111535567135,-0.85737949195177909,-0.85073182018907123,1
142,-1.6150476473626671,-0.82075091403675227,-0.83184158667377617,-0.82553050588639532,1
143,-1.6082503796109251,-0.80916283473618966,-0.81640515055530838,-0.81033342335038239,1
144,-1.6196832530728646,-0.85456521740807301,-0.86789982988060999,-0.85951310474537956,1
145,-1.617916150452398,-0.86009652910261292,-0.8599020543168685,-0.85218477123256609,1
146,-1.6235820985370688,-0.83535896236594309,-0.83173125963186345,-0.82387186035797855,1
147,-1.6266263769139151,-0.83042416467767699,-0.8244365852165827,-0.82218703553148076,1
148,-1.6177272855162423,-0.85575450552089494,-0.85110581016165676,-0.84659736104213823,1
149,-1.621822475716054,-0.87114045299306364,-0.87189591273768641,-0.86593264262481018,1
150,-1.6193896709443851,-0.82396722780098786,-0.82759867043479329,-0.82240581966544324,1
151,-1.6149821991174647,-0.82749769314219523,-0.8277557462232793,-0.82071351503949375,1
152,-1.6074780903175359,-0.85092816492467871,-0.85584239316445254,-0.8492900888447541,1
153,-1.623062252475175,-0.86450400092953339,-0.8695341660608088,-0.85751786824163567,1
154,-1.6261962884454417,-0.83352080165068521,-0.84199915432919914,-0.83153117499653018,1
155,-1.6198702480591576,-0.82866828175638796,-0.8285860039624191,-0.82324916705362361,1
156,-1.6181667237340305,-0.85419683728507623,-0.86195338931650012,-0.86073044210614547,1
157,-1.6201002518922976,-0.86413001095694786,-0.85918773346923005,-0.85611727579430286,1
158,-1.6201039917920235,-0.81921568519928867,-0.822748020490359,-0.81767297656237337,1
159,-1.6090058393555478,-0.81396299603432487,-0.82300981347116886,-0.80286858349757517,1
160,-1.6179367199008903,-0.84754729557250552,-0.8480110431385115,-0.84076124751994108,1
161,-1.6096285326599027,-0.84331185913297435,-0.84734347103744634,-0.84296778835819564,1
162,-1.6194457694402729,-0.82435991727220259,-0.82235533101914415,-0.81726532749225511,1
163,-1.619830979112036,-0.81642945990352644,-0.82143718563644674,-0.81750468107470986,1
164,-1.609308771233342,-0.85723176591260775,-0.85657728346058315,-0.85291031177938204,1
165,-1.5935507037384509,-0.84852340940095372,-0.84807088153412524,-0.83769826964446559,1
166,-1.6292817057192723,-0.83962805790300687,-0.83581710008236032,-0.82836534987859367,1
167,-1.6242347110392306,-0.82348852063607836,-0.82546318769132998,-0.81969439236419817,1
168,-1.6157806677089348,-0.85636597912607226,-0.85796291630901245,-0.8561845939893683,1
169,-1.6178002135608966,-0.8706785753769205,-0.87031954500323838,-0.87249429669382328,1
170,-1.6130898098561819,-0.83437723868790603,-0.83490830444897746,-0.83122637316887293,1
171,-1.6117191366066559,-0.82301355337089477,-0.82203743954244646,-0.81141799427088035,1
172,-1.6046264167765714,-0.84658240144323482,-0.85236054651968129,-0.84903016581380708,1
173,-1.6064776671408696,-0.8523792460183105,-0.8551280723168142,-0.83900910449837784,1
174,-1.600963184995096,-0.83217443774937727,-0.83009505350180168,-0.82214402668463338,1
175,-1.6142360891221565,-0.81529814023645519,-0.82401210659769808,-0.81524952154001917,1
176,-1.6085009528925573,-0.85892407053855735,-0.85616028464115024,-0.85049059665675364,1
177,-1.614301537367359,-0.86049108852369072,-0.86542027636236796,-0.84102304050075094,1
178,-1.6099352044374229,-0.82126515024905733,-0.82400275684838342,-0.80797541657323058,1
179,-1.6074837001671247,-0.81294948320861815,-0.81590400399204377,-0.81614335757449852,1
180,-1.5907233395457041,-0.84451797679456264,-0.84546417142520414,-0.83753184410666504,1
181,-1.6023544276931141,-0.85149662968300865,-0.85582743356554913,-0.85361715282756867,1
182,-1.6046058473280791,-0.82016187982993005,-0.81958593527214829,-0.81875567753300849,1
183,-1.5991474636781933,-0.81393681673624396,-0.81458755928854276,-0.81477455427483547,1
184,-1.603912095928933,-0.8504195385619624,-0.85375552911742525,-0.85225582932735733,1
185,-1.603240783928142,-0.84078742681802199,-0.85118060815617391,-0.83433235989119581,1
186,-1.6123399599611479,-0.83134978985982622,-0.83324591902083478,-0.83097205998751478,1
187,-1.6115452312694036,-0.82369234517113743,-0.82696475743126086,-0.82356518858045835,1
188,-1.6125699637942879,-0.85731030380685069,-0.85644638697017816,-0.84896658751846754,1
189,-1.604347794246995,-0.8681709726107345,-0.86899375055042272,-0.86410570160872979,1
190,-1.6206013984555623,-0.83497001279445415,-0.8421880192653548,-0.83901284439810364,1
191,-1.6112684786896903,-0.82638881287347909,-0.82586896681158528,-0.81855372294781226,1
192,-1.597604755041278,-0.83839389099347461,-0.85069816109153862,-0.84203281342673186,1
193,-1.5955646397408239,-0.85159573702574387,-0.85350308588593005,-0.84391024308911122,1
194,-1.6100455314793356,-0.83394154036984391,-0.8389305666041349,-0.8358713286283852,1
195,-1.6112684786896903,-0.82985196001962114,-0.82749582319233228,-0.82226370347586075,1
196,-1.609722030153049,-0.85192110830189327,-0.85225021947776858,-0.84362601070994625,1
197,-1.6030481790922604,-0.8650743356377264,-0.86642817933848593,-0.8618355824751357,1
198,-1.6088824226645946,-0.83882210951208502,-0.83621539940316392,-0.83495879309527654,1
199,-1.6064047390962155,-0.82685630033921109,-0.82673662354798372,-0.82684882053975939,1
200,-1.6173140265965353,-0.85298697972376203,-0.85700363202933061,-0.84832706466534635,1
0,-1.5982928965908354,-0.84601767658463067,-0.84600645688545306,-0.83997212867778559,1
1,-1.6184060773164852,-0.84053685353638974,-0.84165508355442042,-0.83551229825470319,1
2,-1.6170204444680558,-0.81126652833198321,-0.81633783236024304,-0.80418128830135038,1
3,-1.6080054161788815,-0.85580499416719402,-0.85822844918954821,-0.85643516727100055,1
4,-1.6069376748071498,-0.85797787590791597,-0.85931302011004629,-0.85242786471474663,1
5,-1.6069096255592059,-0.83029326818727212,-0.82371104466976675,-0.81641824020434894,1
6,-1.6013988833131583,-0.79883884154296603,-0.80589977222538089,-0.79393583300236981,1
7,-1.605045285545867,-0.83725509152695166,-0.84520611834412007,-0.83256151737100326,1
8,-1.6012100183770024,-0.85396496350207318,-0.85718127726630877,-0.84982489450555132,1
9,-1.60716767864029,-0.82215898628353679,-0.82134368814330039,-0.81690442716871015,1
10,-1.5962303418920261,-0.80859997982744836,-0.80790435847843933,-0.80077610960095913,1
11,-1.5972475946174587,-0.84835137401356442,-0.85134703369397446,-0.83891560700523149,1
12,-1.5955029313953473,-0.83833779249758678,-0.84200663412865084,-0.82883470729418851,1
13,-1.5938891646636408,-0.82139417678959936,-0.82626726613238888,-0.81517098364577611,1
14,-1.6154048077864862,-0.81862852094232941,-0.82289574652953024,-0.81127961798102377,1
15,-1.5930345975762827,-0.84657305169392016,-0.8454997004725997,-0.83603775416618575,1
16,-1.5972980832637578,-0.85667826075318121,-0.85793112716134268,-0.85259429025254718,1
17,-1.5928045937431428,-0.81978601990748157,-0.82627848583156638,-0.82419536168426499,1
18,-1.6102175668667249,-0.83305892403454207,-0.83229224459074169,-0.83020912044344031,1
19,-1.5902034934838103,-0.83716533393353121,-0.84022457190928079,-0.83167516113597562,1
20,-1.5949531661356466,-0.85020262437786276,-0.84914797265517161,-0.85067385174332055,1
21,-1.5959629390616275,-0.81981032925569963,-0.8217027185169824,-0.82491903228121799,1
22,-1.5899734896506703,-0.79968405888100935,-0.79904453602788816,-0.79224165842655736,1
23,-1.599671049639813,-0.85631362052991034,-0.85452968836067733,-0.8442823631118338,1
24,-1.5900613772942278,-0.84852901925054247,-0.84797177419139003,-0.84527717643891132,1
25,-1.6027134580667963,-0.8229088361785708,-0.82330152564978554,-0.81714752065089069,1
26,-1.6023450779437995,-0.81762996771552598,-0.82602791254993413,-0.82309770111472647,1
27,-1.5968717346950103,-0.84448992754661878,-0.84187760758810881,-0.83958691900602245,1
28,-1.5931112655206627,-0.86273315840934095,-0.8650014075930722,-0.85213802248599291,1
29,-1.6004302492841616,-0.83134604996010031,-0.83026334898946519,-0.82168214906849024,1
30,-1.6047161743699918,-0.81659401549146415,-0.81597506208683501,-0.80966772119918007,1
31,-1.590596182955025,-0.83004643480536566,-0.83799559167267101,-0.83166207148693505,1
32,-1.5930981758716223,-0.84728363264183271,-0.85158264737670331,-0.84388032389130441,1
33,-1.5881783377822596,-0.81101221515062505,-0.81576001785259833,-0.80521911047527517,1
34,-1.6012343277252206,-0.81019130716079979,-0.81066440447612054,-0.807859479681729,1
35,-1.6038148585360608,-0.84880577183025585,-0.85020262437786276,-0.84627198976598883,1
36,-1.5996355205924173,-0.85614345509238388,-0.85751038844218397,-0.85731965355616535,1
37,-1.5992073020738069,-0.80981918713807721,-0.81723353834458534,-0.81517285359563907,1
38,-1.5887524123901784,-0.80876640536524891,-0.81015577811340422,-0.80733963361983518,1
39,-1.5954543126989111,-0.84510327110165906,-0.84430854240991482,-0.83833592254772393,1
40,-1.5865103425045282,-0.84037790779804089,-0.84394390218664395,-0.83794510302637204,1
41,-1.5838830629471148,-0.81664637408762608,-0.82386999040811559,-0.82041806296115116,1
42,-1.5885242785069014,-0.80135205415874078,-0.80546407390731878,-0.80125668671573147,1
43,-1.5875275952299608,-0.83492513399774382,-0.83833405259786098,-0.83133670021078565,1
44,-1.587290111597369,-0.83922227878275157,-0.83814144776197941,-0.8186977090872577,1
45,-1.5912918043040343,-0.82247687776023448,-0.82028155662115743,-0.80523967992376744,1
46,-1.5936516810310488,-0.81165921780319805,-0.8199879744926778,-0.80037220043056678,1
47,-1.5939471331093915,-0.83406869696052299,-0.84081173616624005,-0.8308336836976582,1
48,-1.5788061490692662,-0.84949204342995022,-0.849626679820081,-0.84260314813492476,1
49,-1.5959311499139577,-0.83301591518769469,-0.82692361853427643,-0.81604425023176341,1
50,-1.5866879877415063,-0.80470674421283306,-0.80093318538944502,-0.80170734463269711,1
51,-1.5876192227732444,-0.83590124782619213,-0.84019091281174807,-0.84357552206364717,1
52,-1.5832042711468721,-0.83284013990057948,-0.84036294819913748,-0.83634068604398004,1
53,-1.5836156601167162,-0.81649864804845484,-0.82378958256400969,-0.80970325024657575,1
54,-1.6076781749528692,-0.81166856755251271,-0.81572074890547686,-0.80860932957676301,1
55,-1.5911160290169191,-0.83979635339067038,-0.84358674176282478,-0.83071961675601957,1
56,-1.603184685432254,-0.85965522093496205,-0.86196460901567762,-0.84269851557793407,1
57,-1.6015896181991769,-0.82190654305204158,-0.8268787397375662,-0.82289387657966739,1
58,-1.588247525927188,-0.8066309226217856,-0.80998374272601481,-0.80471235406242181,1
59,-1.5931916733647686,-0.84415707647101768,-0.84826535631986966,-0.85201460579503963,1
60,-1.5961985527443563,-0.84910122390859832,-0.85019514457841106,-0.84166817320346099,1
61,-1.5954524427490482,-0.82868698125501716,-0.82598490370308675,-0.82317249910924362,1
62,-1.5990128272880624,-0.80872900636799039,-0.81383209954392,-0.80792305797706865,1
63,-1.6008079791564731,-0.85557873023377973,-0.85421553678370554,-0.85026994257292809,1
64,-1.5879371142499421,-0.84584938109696717,-0.84926951939626183,-0.84222354831275048,1
65,-1.5805489423415149,-0.81543838647617484,-0.81138246522348478,-0.79972145787826787,1
66,-1.5868244940815002,-0.81316639739271768,-0.81064757492735418,-0.80812875246199067,1
67,-1.5820392923822681,-0.82350722013470767,-0.8284943764191357,-0.82910958992403883,1
68,-1.5907644784426886,-0.85285047338376829,-0.85718688711589752,-0.85207257424079041,1
69,-1.5936516810310488,-0.82876364919939727,-0.82592693525733596,-0.82111555426002314,1
70,-1.5807434171272594,-0.80290411254497074,-0.79837696392682289,-0.7902034130759662,1
71,-1.591349772749785,-0.8454080729293163,-0.84604946573230044,-0.84482838847180863,1
72,-1.5882400461277364,-0.83768331004556218,-0.84714899625170192,-0.84229834630726763,1
73,-1.585350973589513,-0.82558286448255735,-0.82302477307007227,-0.81435568550553972,1
74,-1.5822300272682868,-0.794988614775198,-0.79889307008899102,-0.79188449800273819,1
75,-1.5933487491532545,-0.84579889245066808,-0.84511449080083667,-0.83509903933499607,1
76,-1.5922249092856351,-0.84795681459248662,-0.85160321682519557,-0.84773990040838698,1
77,-1.5898856020071126,-0.81851445400069078,-0.82228801282407882,-0.81116555103938515,1
78,-1.585223816998834,-0.80960040300411473,-0.81610782852710295,-0.81268769022780829,1
79,-1.5852144672495194,-0.83856966628058982,-0.83689419120340669,-0.83031009773603837,1
80,-1.6130131419118019,-0.85025685292388764,-0.85319641410840996,-0.85242038491529493,1
81,-1.6325391583804922,-0.83441276773530171,-0.84451049699511094,-0.83178174827816242,1
82,-1.5619691205034658,-0.8217027185169824,-0.82878982849747829,-0.82151011368110094,1
83,-1.519007022402703,-0.8535891035796247,-0.85351430558510766,-0.85157890747697751,1
84,-1.520660058081531,-0.85186687975586839,-0.85310478656512645,-0.84585873084628183,1
85,-1.4813555819126547,-0.79871729480187581,-0.8048582101517302,-0.79723816446030005,1
86,-1.4415686586791432,-0.77646302148317381,-0.77959705745344055,-0.77193961276475187,1
87,-1.4178333850690026,-0.80748922960886937,-0.80411210015642209,-0.79739337029892299,1
88,-1.4075916696697477,-0.81531309983535871,-0.81894828236889006,-0.81446975244717834,1
89,-1.4052299229928702,-0.76766116747837332,-0.77690993950041354,-0.76663830490335194,1
90,-1.4436873118738403,-0.76600626184968235,-0.76901688112899591,-0.76145293393345359,1
91,-1.4332324221902117,-0.81898568136614858,-0.81544025642603779,-0.80817550120856385,1
92,-1.4415424793810623,-0.79835452452846778,-0.8126222419826058,-0.79795996510739009,1
93,-1.451498092451289,-0.78825866521852139,-0.79483340893657506,-0.78626716861450352,1
94,-1.4426027409533422,-0.76692814713210578,-0.76870085960216117,-0.76102845531456897,1
95,-1.4790555435812538,-0.79419949593304262,-0.80187003027077175,-0.79415648708619524,1
96,-1.5158187578864113,-0.82254793585502572,-0.82699467662906767,-0.82107628531290167,1
97,-1.5454537233140888,-0.78353517186476618,-0.78833346321303854,-0.78020479115889207,1
98,-1.5706419479677243,-0.79485958823465608,-0.7926343478977721,-0.7884998887508391,1
99,-1.5839148520947846,-0.83265875476387552,-0.82772208712574658,-0.82611580019349173,1
100,-1.5991138045806605,-0.8557750749693871,-0.85056913455099659,-0.8477548600072905,1
101,-1.6044768207875371,-0.82988561911715386,-0.82323233750485725,-0.8179011104456505,1
102,-1.6130785901570042,-0.80229450888965637,-0.80837932574362292,-0.80025065368947645,1
103,-1.6213213291527893,-0.85445863026588609,-0.86197582871485523,-0.85823405903913697,1
104,-1.6089329113108937,-0.84975944626034894,-0.84944903458310295,-0.84235631475301831,1
105,-1.6234998207431,-0.83023155984179542,-0.83595360642235406,-0.82499009037600923,1
106,-1.6204461926169391,-0.81378909069707261,-0.80944706711535463,-0.81046618979065022,1
107,-1.624096334749374,-0.84316974294339186,-0.85149475973314581,-0.84020961231037739,1
108,-1.6176992362682985,-0.8678381215351334,-0.87433058745921821,-0.87016620911447828,1
109,-1.6278381044250922,-0.82887397624130998,-0.83970472584738698,-0.83525985502320788,2
110,-1.6125138652984001,-0.81765988691333291,-0.81966821306611715,-0.81775525435634222,2
111,-1.6132468856446678,-0.85465497500149346,-0.85861926871090011,-0.85208753383969382,2
112,-1.6357872612923976,-0.86903114954768124,-0.86861602067811128,-0.8630716193345308,2
113,-1.6306804282167422,-0.84385227464336043,-0.84147743831744237,-0.83661743862369342,2
114,-1.6267853226522639,-0.83073083645519719,-0.829623826136344,-0.82392982880372923,2
115,-1.6227368811990255,-0.85738884170109375,-0.85975619822756011,-0.85362837252674617,2
