lp,sygna³1,sygna³2,sygna³3,sygna³4,liczby
20,-1.5733421555697917,-0.86202818731101716,-0.86162240819076186,-0.86689566680421792,4
21,-1.5590613484666132,-0.80804834461788477,-0.81272882912479261,-0.80240670588143204,4
22,-1.5735646796034801,-0.80963406210164734,-0.81312151859600745,-0.80739199221599711,4
23,-1.5809435017625926,-0.86210485525539726,-0.86260039196907312,-0.84600271698572727,4
24,-1.5669693664369342,-0.86578491658563883,-0.85879878389774111,-0.85959725248921126,4
25,-1.5805302428428856,-0.82447959406342997,-0.82725085976028878,-0.81307850974916007,4
26,-1.575973175026931,-0.80772297334173537,-0.81183686304017622,-0.80790435847843933,4
27,-1.5716143218964465,-0.86317820647671772,-0.86152517079788971,-0.86077158100312978,4
28,-1.5757805701910494,-0.85646321651894453,-0.86056214661848196,-0.86073605195573422,4
29,-1.5572287976009442,-0.82216272618326269,-0.82055830920087069,-0.80830826764883168,4
30,-1.5905101652613305,-0.82328469610101929,-0.82401397654756103,-0.79711661771920972,4
31,-1.576049842971311,-0.85429968452753724,-0.85517108116366147,-0.84645337490269279,4
32,-1.5610509751207682,-0.85517856096311318,-0.86322308527342795,-0.85431838402616656,4
33,-1.5727606011624211,-0.82536969019818351,-0.82963317588565866,-0.8201562699803413,4
34,-1.5735497200045767,-0.81270825967630045,-0.81566278045972618,-0.81271947937547806,4
35,-1.5668758689437878,-0.86240778713319155,-0.86516409323114685,-0.8550514043724341,4
36,-1.5556617796158108,-0.85675118879783541,-0.85726355506027752,-0.85062897294661022,4
37,-1.5599776238994478,-0.81997114494391143,-0.82090985977510111,-0.82027033692197981,4
38,-1.5767847332674416,-0.81714191080130194,-0.81727280729170682,-0.80230946848855977,4
39,-1.5682371924439993,-0.8611156517779085,-0.86417862965338399,-0.85557312038419098,4
40,-1.5663504130323052,-0.85087393637865383,-0.85530571755379226,-0.84280323277025804,4
41,-1.5640709441493965,-0.81925121424668434,-0.82025350737321356,-0.81646872885064792,4
42,-1.5779197928342386,-0.82576985946885006,-0.82510415731764786,-0.82416544248645818,4
43,-1.5767735135682639,-0.8575664869380718,-0.86512856418375128,-0.85596580985540571,4
44,-1.5623356306765996,-0.86098101538777772,-0.86358585554683598,-0.85578068481897596,4
45,-1.5623580700749546,-0.80407657110902642,-0.8065579945771314,-0.80508073418541859,4
46,-1.5843785996607906,-0.8135946159113282,-0.81472219567867354,-0.80013471679797499,4
47,-1.5826750753356635,-0.85807324335092527,-0.85597702955458332,-0.85448293961410415,4
48,-1.5647628255986796,-0.85949440524675025,-0.86007595965412076,-0.86487238105253017,4
49,-1.5667187931553019,-0.83054945131849311,-0.828486896619684,-0.82473016734506233,4
50,-1.5641176928959697,-0.8025918309178619,-0.80763134579845186,-0.79178352071014002,4
51,-1.5676631178360805,-0.85296080042568101,-0.85535246630036554,-0.84669272848514754,4
52,-1.5514039037779246,-0.85477465179272083,-0.8505186459046975,-0.84945651438255465,4
53,-1.5850592614108963,-0.83678012426176807,-0.84143629942045794,-0.82450203346178519,4
54,-1.5742603009524891,-0.82261899394981697,-0.82342307239087587,-0.81908852860860959,4
55,-1.5808948830661564,-0.85962156183742933,-0.86707144209133313,-0.86892643235535727,4
56,-1.5485802794849037,-0.85050555625565705,-0.85257372080405502,-0.84632434836215076,4
57,-1.585201377600479,-0.83200240236198797,-0.83363673854218667,-0.82846445722132878,4
58,-1.5633435336527175,-0.81089253835939767,-0.81064944487721713,-0.80840176514197803,4
59,-1.5808911431664305,-0.8697062014481981,-0.87921676645104818,-0.87567134151093728,4
60,-1.5620551381971604,-0.85509628316914443,-0.8560237783011565,-0.8464645946018704,4
61,-1.5802011316670104,-0.83093092109053035,-0.82944992079909174,-0.82752761234000205,4
62,-1.5696003858940735,-0.80541919511060844,-0.80575952598566125,-0.8024310152296501,4
63,-1.5813848099302434,-0.85875016520130498,-0.86474522446185109,-0.85717566741671991,4
64,-1.5689814324894444,-0.86488360075170778,-0.86587093427933348,-0.86470782546459257,4
65,-1.5364835738216247,-0.80599700961825316,-0.80342021870713887,-0.79282508278379071,4
66,-1.5883260638214309,-0.83139840855626235,-0.83380316407998722,-0.81682775922433004,4
67,-1.5681324752516752,-0.86066312391108002,-0.86314267742932205,-0.85227826872571244,4
68,-1.5739554991248319,-0.86247697527811984,-0.86270697911125993,-0.86637395079246105,4
69,-1.5696826636880423,-0.82352778958319983,-0.82803997860244427,-0.81656783619338313,4
70,-1.5641831411411722,-0.81051106858736044,-0.80941340801782191,-0.80494609779528781,4
71,-1.5661465884972461,-0.84812698003001308,-0.85849959191967273,-0.8572224161632932,4
72,-1.5611781317114473,-0.85765250463176645,-0.85835560578022729,-0.85273640644212967,4
73,-1.5632425563601196,-0.81882299572807382,-0.82574929002035791,-0.81507000635317806,4
74,-1.5724165303876425,-0.82416357253659522,-0.82364559642456425,-0.81913901725490867,4
75,-1.5596055038767251,-0.85565726812802267,-0.85454838785930665,-0.847042409109515,4
76,-1.5640971234474774,-0.86245266592990177,-0.86478823330869847,-0.85028116227210571,4
77,-1.5683980081322111,-0.82158117177589218,-0.8234866506862154,-0.81755890962073474,4
78,-1.5613314676002075,-0.8025918309178619,-0.80629246169659563,-0.80357355459589885,4
79,-1.5753822708702458,-0.87351528931898181,-0.8795757968247303,-0.87126573963387977,4
80,-1.5715956223978174,-0.86712941053708381,-0.86773340434280943,-0.85952432444455706,4
81,-1.5575803481751747,-0.81449593174525925,-0.8130355009023128,-0.79933998810623064,4
82,-1.5611818716111732,-0.80934421987289362,-0.81103652449884311,-0.80129595566285305,4
83,-1.5720238409164278,-0.86511734448457367,-0.86661517432477875,-0.85645947661921862,4
84,-1.5843168913153141,-0.86442359308542749,-0.86927050313013599,-0.86300056123973956,4
85,-1.5810538288045053,-0.83192199451788207,-0.82982765067140307,-0.8302745686886428,4
86,-1.5754757683633922,-0.81499333840879806,-0.81904364981189937,-0.81538789782987575,4
87,-1.560099170640538,-0.84009554536873876,-0.84308372524969721,-0.83611068221083995,4
88,-1.5631210096190291,-0.85712704872028389,-0.85993571341440111,-0.85375178921769945,4
89,-1.577934752433142,-0.82384755100976048,-0.82816339529339744,-0.83081311424916593,4
90,-1.564727296551284,-0.81762248791607428,-0.82035635461567458,-0.80981544723835142,4
91,-1.5834641941778191,-0.86558670190016851,-0.8665291566310841,-0.86401781396517219,4
92,-1.5475443272608418,-0.84441325960223879,-0.84225907736014605,-0.83727566097544392,4
93,-1.5604731606131237,-0.82669174475127338,-0.82976594232592649,-0.82094164892277088,4
94,-1.5756197545028376,-0.82284899778295706,-0.8279352614101203,-0.82014692023102664,4
95,-1.5883578529691007,-0.86343064970821293,-0.86675542056449828,-0.85065328229482828,4
96,-1.5762536675063701,-0.85911667537443881,-0.86037328168232619,-0.85430716432698894,4
97,-1.5840887574320368,-0.82866828175638796,-0.82457309155657643,-0.82438983647000952,4
98,-1.5654173080507043,-0.7996709692319689,-0.80390079582191121,-0.79568423612420713,4
99,-1.6014175828117874,-0.88252096785884127,-0.88277528104019953,-0.87459238044002807,4
100,-1.5532570240920858,-0.84301453710476881,-0.8449256258646809,-0.84085661496295039,4
101,-1.5741069650637292,-0.82595124460555402,-0.83146385680146473,-0.81231183030535981,4
102,-1.591632135179087,-0.82477504614177255,-0.82980895117277376,-0.8049311381963844,4
103,-1.5885336282562159,-0.85858373966350443,-0.8716285099072878,-0.86491912979910335,4
104,-1.587061977714092,-0.88321471925798745,-0.8881439070966648,-0.88797935150872709,4
105,-1.5576944151168131,-0.81273069907465556,-0.81305233045107916,-0.80956674390658201,4
106,-1.5873817391406524,-0.8245974009047945,-0.82540147934585328,-0.82878608859775238,4
107,-1.5924867022664451,-0.87016433916461544,-0.87241201889985442,-0.87005588207256557,4
108,-1.582405802555402,-0.85970570958126102,-0.85089450582714599,-0.84499668395947214,4
109,-1.5775383230622013,-0.8182919299670024,-0.82352030978374813,-0.8210519759646836,4
110,-1.5838737131978002,-0.81650986774763235,-0.82220199513038417,-0.81772533515853529,4
111,-1.5771699429392045,-0.86347552850492326,-0.86620939520452345,-0.86020311624479984,4
112,-1.568577523319052,-0.86472839491308473,-0.86595321207330234,-0.86638891039136445,4
113,-1.5712291122246835,-0.8173270358377317,-0.81897072176724517,-0.80527333902130016,4
114,-1.5756347141017411,-0.81342819037352765,-0.81525887128933372,-0.80277321605456586,4
115,-1.5772989694797466,-0.86584662493111542,-0.8683243084994946,-0.86118296997297394,4
116,-1.5946296648093601,-0.86884228461152557,-0.87381822119677599,-0.86597378152179449,4
117,-1.5776748294021952,-0.82438422662042066,-0.827116223370158,-0.82488911308341117,4
118,-1.5747408780672616,-0.80447113053010411,-0.80334729066248467,-0.80352867579918863,4
119,-1.5792549370363689,-0.8635503264994403,-0.86649549753355137,-0.87000165352654069,4
120,-1.5557290978108762,-0.8547335128957364,-0.85500465562586092,-0.84066401012706882,4
121,-1.5910150517243209,-0.84616727257366486,-0.84616914252352782,-0.84748932712675473,4
122,-1.5622421331834533,-0.81059895623091804,-0.81393681673624396,-0.80402234256300154,4
123,-1.588092320088565,-0.86486116135335256,-0.86773153439294659,-0.860636944612999,4
124,-1.5797130747527861,-0.86909098794329498,-0.87097402745526309,-0.86660208467573829,4
125,-1.573592728851424,-0.81854811309822351,-0.82287704703090103,-0.82134742804302618,4
126,-1.5817793693513214,-0.81178076454428838,-0.81580302669944571,-0.8146436577844306,4
127,-1.5778468647895845,-0.86064629436231366,-0.86047612892478731,-0.85576759516993539,4
128,-1.5748530750590373,-0.8702727962566652,-0.8693808301720487,-0.87079825216814788,4
129,-1.5785480959881824,-0.83450626522844806,-0.83221183674663579,-0.82764167928164067,4
130,-1.5904222776177728,-0.80673937971383536,-0.8104549700914726,-0.8065654743765831,4
131,-1.5909383837799409,-0.87557223416820218,-0.87646046035309277,-0.87162477000756189,4
132,-1.5179074918833015,-0.85898016903444518,-0.86582231558289746,-0.84595596823915409,4
133,-1.528442789411036,-0.82504618887189707,-0.82667117530278122,-0.81422478901513473,4
134,-1.4979906558932592,-0.80505081498761177,-0.80536309661472061,-0.79930071915910916,4
135,-1.4680471487381987,-0.84436090100607675,-0.84333429853132946,-0.8267179240493544,4
136,-1.4529772227928648,-0.85408090039357465,-0.86119979952174031,-0.85367512127331935,4
137,-1.4389021101746082,-0.81696426556432378,-0.82277793968816582,-0.8120519072744129,4
138,-1.398539242383315,-0.77438737713532413,-0.78092285190625621,-0.7755486160002022,4
139,-1.4018640132396003,-0.81765801696346996,-0.82064058699483955,-0.81276809807191408,4
140,-1.4052897613884838,-0.80817550120856385,-0.80844664393868837,-0.79589180055899211,4
141,-1.403683474456229,-0.76561731227819341,-0.76870833940161287,-0.76126593894716077,4
142,-1.4255057893565946,-0.76496843967575756,-0.77089618074123822,-0.76071804363732298,4
143,-1.431130598544281,-0.81371429270255557,-0.81399104528226884,-0.80624758289988541,4
144,-1.477939183513086,-0.84084352531390982,-0.84269103577848237,-0.82927788541170233,4
145,-1.4708763828808082,-0.7863326168597059,-0.78919364014998528,-0.78918429040067062,4
146,-1.5262268988234666,-0.79461275485274963,-0.7927951635859839,-0.78650091234736941,4
147,-1.5218306466957237,-0.82547066749078168,-0.82442349556754213,-0.81837981761056,4
148,-1.5487354853235267,-0.84309681489873767,-0.84583068159833785,-0.83599848521906428,4
149,-1.5555047038273249,-0.82032643541786765,-0.81702784385966332,-0.80755841775379766,4
150,-1.580752766876574,-0.81908665865874664,-0.81969065246447226,-0.80890852155483151,4
151,-1.5819757140869286,-0.84715086620156488,-0.8485776379469786,-0.84494993521289896,4
152,-1.5895003923353495,-0.86578678653550178,-0.8631408074794592,-0.8576281952835485,4
153,-1.6129869626137208,-0.83279900100359516,-0.83912878128960522,-0.83698207884696429,4
154,-1.5984331428305549,-0.80684222695629637,-0.81060643603036975,-0.80286110369812347,4
155,-1.5877762985617303,-0.84037790779804089,-0.85125914605041686,-0.83659873912506411,4
156,-1.5905550440580407,-0.85472042324669595,-0.85978985732509283,-0.85193980780052259,4
157,-1.5970138508845928,-0.81838542746014875,-0.81744110277937032,-0.81372364245187012,4
158,-1.5930439473255975,-0.80794175747569785,-0.80435706358846559,-0.79778231987041193,4
159,-1.5885280184066271,-0.84148117821716817,-0.84245916199547932,-0.83638556484069038,4
160,-1.5958993607662879,-0.85653427461373577,-0.85066450199400589,-0.85267656804651604,4
161,-1.5692245259716251,-0.79537756434668694,-0.79777297012109727,-0.78904030426122518,4
162,-1.6068105182164707,-0.81034090314983409,-0.81520464274330884,-0.80811753276281306,4
163,-1.5870320585162849,-0.83916057043727499,-0.84149987771579748,-0.83718777333188632,4
164,-1.5838101349024607,-0.85583678331486379,-0.85493733743079559,-0.84572222450628809,4
165,-1.5931187453201145,-0.83007448405330952,-0.83141897800475451,-0.82542391874420851,4
166,-1.5804236557006988,-0.80257313141923259,-0.80415323905340641,-0.80103416268204308,4
167,-1.5701258418055561,-0.85356292428154379,-0.846862893922674,-0.84586060079614478,4
168,-1.5846740517391333,-0.86528003012264842,-0.86628793309876639,-0.86314267742932205,4
169,-1.5910991994681527,-0.82744533454603331,-0.82663190635565975,-0.81650425789804359,4
170,-1.5892012003572811,-0.82766972852958454,-0.83154239469570779,-0.81845648555493999,4
171,-1.5794643714210168,-0.85242038491529493,-0.84882821122861096,-0.84009554536873876,4
172,-1.5938854247639149,-0.88649461131756258,-0.88865066350951816,-0.88151119493286034,4
173,-1.594240715237871,-0.84169248255167906,-0.83946163236520632,-0.83704939704202963,4
174,-1.5806555294837017,-0.82376527321579163,-0.82841583852489276,-0.82231606207202268,4
175,-1.5700136448137805,-0.87916066795516035,-0.87651468889911766,-0.87086370041335037,4
176,-1.5745538830809689,-0.86169720618527901,-0.86915269628877156,-0.85470172374806663,4
177,-1.5880549210913064,-0.83563571494565636,-0.8440411395795161,-0.84148678806675703,4
178,-1.5865271720532945,-0.82383820126044582,-0.82903105202979588,-0.82594563475596527,4
179,-1.5608957692821452,-0.8658933736776887,-0.8737378133526702,-0.8680905647666286,4
180,-1.5666851340577692,-0.87111053379525683,-0.8802302792767549,-0.86571385849084759,4
181,-1.5950335739797525,-0.85203891514325769,-0.85291218172924488,-0.85100296291919575,4
182,-1.5672517288662364,-0.8137629113989916,-0.81783005235085926,-0.81211361561988948,4
183,-1.568837446349999,-0.85995815281275634,-0.86054718701957855,-0.85247087356159401,4
184,-1.5934759057439336,-0.88805601945310719,-0.89140883955733641,-0.88902465348210369,4
185,-1.5751073882403954,-0.83658190957629774,-0.83899227494961148,-0.8289113752385685,4
186,-1.5723641717914805,-0.81714378075116478,-0.82392234900427752,-0.81532244958467326,4
187,-1.5760404932219962,-0.86714997998557608,-0.86525946067415616,-0.86250128462633791,4
188,-1.5500650196760684,-0.86083515929846932,-0.86771657479404307,-0.86116053057461883,4
189,-1.5997795067318628,-0.84700314016239353,-0.84796055449221253,-0.83786282523240319,4
190,-1.5571652193056047,-0.80328184241728218,-0.80820355045650771,-0.79755979583672354,4
191,-1.5860409850889334,-0.86336333151314759,-0.86680777916066032,-0.84979123540801871,4
192,-1.5682147530456441,-0.86650110738314012,-0.87059255768322585,-0.86147842205131653,4
193,-1.5817344905546109,-0.82746964389425126,-0.82469089839794085,-0.81394990638528442,4
194,-1.569533067699008,-0.82113612370851541,-0.81848827470260976,-0.81624994471668544,4
195,-1.5607125141955784,-0.84342592607461297,-0.84496302486193953,-0.85160321682519557,4
196,-1.5925241012637035,-0.87433619730880696,-0.87673721293280615,-0.86706396229188132,4
197,-1.5608938993322823,-0.83395836991861028,-0.83045034397575801,-0.82604661204856333,4
198,-1.5776823092016468,-0.81123660913417639,-0.81227256135823833,-0.80529203851992937,4
199,-1.5868450635299922,-0.86866650932441036,-0.86577930673605008,-0.86336146156328464,4
200,-1.5711468344307147,-0.86942196906903313,-0.87719722059908634,-0.86707518199105893,4
0,-1.5470749698452471,-0.80537992616348697,-0.80830452774910588,-0.80147734079955701,4
1,-1.5869610004214938,-0.81664450413776313,-0.82107254541317587,-0.81021000665942911,4
2,-1.5614941532382822,-0.85111889981069733,-0.84949204342995022,-0.8403199393522901,4
3,-1.5645608710134835,-0.86227128079319781,-0.86491538989937755,-0.8590904960763579,4
4,-1.5809902505091658,-0.84095572230568549,-0.84349885411926717,-0.83568807354181829,4
5,-1.5637399630236581,-0.81041757109421408,-0.81096359645418892,-0.80256939151950668,4
6,-1.5834492345789157,-0.85732339345589126,-0.85927562111278766,-0.85670070015153632,4
7,-1.5640971234474774,-0.8603003536376721,-0.86789982988060999,-0.86247510532825689,5
8,-1.5783424015032603,-0.84376812689952874,-0.84506213220467463,-0.83755428350502015,5
9,-1.5805489423415149,-0.82218703553148076,-0.82381763181195367,-0.81988886714994258,5
10,-1.5693498126124412,-0.85968327018290591,-0.86635151139410593,-0.86234794873757781,5
11,-1.5663672425810715,-0.8619159903192416,-0.86836731734634198,-0.85783949961805928,5
12,-1.5850779609095256,-0.84459464473894275,-0.84099686120266992,-0.83355446074821793,5
13,-1.5801581228201631,-0.82663377630552271,-0.83065042861109128,-0.83039611542973313,5
14,-1.5603048651254601,-0.84359796146200228,-0.84832145481575749,-0.84202346367741721,5
15,-1.5912749747552679,-0.87607151078160383,-0.87861090269545961,-0.86938830997150041,5
16,-1.5773644177249491,-0.83840885059237802,-0.83620604965384926,-0.82760054038465625,5
17,-1.5700173847135064,-0.81647620865009962,-0.81905299956121391,-0.80886551270798412,5
18,-1.5694994086014753,-0.85370317052126332,-0.85770486322792849,-0.84999692989294073,5
19,-1.59042040766791,-0.88580272986827935,-0.88325211825524608,-0.87862586229436301,5
20,-1.5896967370709569,-0.845492220673148,-0.84545856157561527,-0.83970285589752403,5
21,-1.5887075335934682,-0.82711248347043209,-0.83065416851081708,-0.82269940179392287,5
22,-1.5764275728436223,-0.85616028464115024,-0.86169907613514196,-0.84782030825249288,5
23,-1.5673527061588344,-0.86512482428402537,-0.86609345831302187,-0.85925692161415845,5
24,-1.5751728364855979,-0.83421268309996843,-0.83359559964520225,-0.82987813931770216,5
25,-1.575711382046121,-0.81873884798424212,-0.82250118710845255,-0.81238101845028809,5
26,-1.5820617317806234,-0.85238298591803641,-0.86115679067489292,-0.86264153086605744,5
27,-1.579718684602375,-0.86060702541519218,-0.86424594784844944,-0.8566745208534553,5
28,-1.5819551446384366,-0.83596295617166871,-0.83338242536082852,-0.82705638497454426,5
29,-1.5733477654193806,-0.81922503494860333,-0.8196738229157059,-0.81249508539192672,5
30,-1.5952860172112477,-0.87401830583210927,-0.87810227633274329,-0.86966693250107663,5
31,-1.5781666262161451,-0.86664135362285977,-0.87325349633817184,-0.86406643266160832,5
32,-1.5819588845381622,-0.83413975505531424,-0.83785347548308853,-0.83013245249906031,5
33,-1.5636950842269479,-0.79881079229502217,-0.80390827562136291,-0.7910074915170251,5
34,-1.5829368683164735,-0.86133069601214518,-0.86157378949432584,-0.8609548360896967,5
35,-1.5850873106588403,-0.86878057626604899,-0.87682136067663785,-0.86944814836711415,5
36,-1.5655182853433025,-0.82313323016212214,-0.82639442272306796,-0.822514276757493,5
37,-1.5819738441370657,-0.82980895117277376,-0.82736305675206445,-0.82176068696273319,5
38,-1.5684297972798809,-0.86608971841329607,-0.86270884906112288,-0.85832568658242048,5
39,-1.5663522829821681,-0.858776344499386,-0.86218339314964021,-0.85883431294513679,5
40,-1.5669394472391274,-0.81507000635317806,-0.81678288042761982,-0.80857193057950449,5
41,-1.5896069794775365,-0.82464414965136767,-0.83194443391623718,-0.81725597774294045,5
42,-1.585427641533893,-0.85419309738535032,-0.85341519824237244,-0.84750054682593234,5
43,-1.5821570992236327,-0.87719722059908634,-0.87953465792774588,-0.86566897969413736,5
44,-1.584602993644342,-0.83057002076698538,-0.83248110952689747,-0.82812599629613892,5
45,-1.5830228860101681,-0.82799509980573394,-0.82804745840189597,-0.8254164389447568,5
46,-1.5892124200564586,-0.86612711741055459,-0.86297438194165865,-0.86273689830906675,5
47,-1.5729606857977545,-0.86602801006781949,-0.873251626388309,-0.86393740612106629,5
48,-1.5764500122419776,-0.83245306027895349,-0.84215623011768503,-0.83578531093469055,5
49,-1.5817494501535143,-0.82038627381348139,-0.82024976747348766,-0.81317574714203233,5
50,-1.5879539437987085,-0.86633094194561377,-0.86374106138545892,-0.86303983018686103,5
51,-1.5804460950990538,-0.87473075672988476,-0.87520759394493131,-0.86949115721396142,5
52,-1.5947138125531919,-0.83221370669649875,-0.83657255982698309,-0.82836908977831947,5
53,-1.5785593156873599,-0.81368811340447456,-0.81213418506838164,-0.80939470851919271,5
54,-1.579924379087297,-0.85521595996037181,-0.85653427461373577,-0.85105719146522074,5
55,-1.5621916445371542,-0.86771470484418023,-0.86934343117479018,-0.86432261579282943,5
56,-1.5597775392641144,-0.82325290695334952,-0.8305999399647922,-0.82122214140221006,5
57,-1.5792212779388362,-0.82190467310217863,-0.82490594263217754,-0.81431267665869234,5
58,-1.5776000314076779,-0.86738185376857901,-0.87246624744587931,-0.86140923390638813,5
59,-1.5781460567676528,-0.87192583193549322,-0.87208664762370502,-0.86575125748810611,5
60,-1.5713039102192006,-0.83662678837300797,-0.83216134810033682,-0.83335437611288465,5
61,-1.5676219789390959,-0.82032269551814185,-0.82546879754091873,-0.81627612401476646,5
62,-1.5648974619888105,-0.84952383257761999,-0.85596020000581696,-0.8480727514839882,5
63,-1.5771979921871486,-0.87071410442431618,-0.86910220764247248,-0.86185054207403911,5
64,-1.5591062272633236,-0.83005204465495441,-0.82752013254055035,-0.81875006768341974,5
65,-1.5544668816534,-0.81352355781653696,-0.81482504292113456,-0.80089765634204946,5
66,-1.5698079503288584,-0.86667875262011829,-0.87367984490691941,-0.8657362978892027,5
67,-1.5758254489877597,-0.87304032205379811,-0.87861651254504836,-0.86717615928365699,5
68,-1.5747876268138348,-0.83745330621242209,-0.83885576860961775,-0.83501489159116438,5
69,-1.5709710591435995,-0.81838542746014875,-0.82219264538106951,-0.81532618948439917,5
70,-1.5765135905373171,-0.86695550519983156,-0.87094971810704502,-0.86773340434280943,5
71,-1.5779945908287556,-0.87566199176162274,-0.88024710882552126,-0.87235218050424079,5
72,-1.5753074728757286,-0.82936764300512289,-0.82681703139208962,-0.82412056368974784,5
73,-1.5701258418055561,-0.81156759025991454,-0.81347493912010083,-0.8090581175438657,5
74,-1.5816372531617389,-0.84762396351688551,-0.85550393223926269,-0.84318096264256948,5
75,-1.5793764837774593,-0.87521320379452006,-0.87534036038519913,-0.87198193043138106,5
76,-1.5780432095251917,-0.84585312099669308,-0.84828779571822488,-0.83768891989515093,5
77,-1.5725474268780475,-0.82660572705757873,-0.82897308358404509,-0.82410373414098159,5
78,-1.5667374926539313,-0.85800966505558574,-0.85680541734386029,-0.84887682992504709,5
79,-1.5738694814311374,-0.86393366622134049,-0.86333154236547782,-0.85447919971437825,5
80,-1.5678688123210025,-0.82787542301450656,-0.82820079429065607,-0.82564644277789689,5
81,-1.5700342142622727,-0.82197199129724408,-0.82504244897217127,-0.81544586627562654,5
82,-1.5857193537125098,-0.88055378060304146,-0.87719909054894918,-0.86861976057783719,5
83,-1.5802273109650913,-0.88313057151415575,-0.88745763549697032,-0.88313057151415575,5
84,-1.5748998238056104,-0.83890064740632808,-0.84446561819840071,-0.84223289806206514,5
85,-1.5827012546337447,-0.84751737637469859,-0.84540433302959039,-0.83935130532329361,5
86,-1.5693666421612076,-0.86209924540580851,-0.86619817550534584,-0.85728038460904388,5
87,-1.5858296807544225,-0.88030133737154626,-0.88693217958548765,-0.88286503863361998,5
88,-1.5844178686079122,-0.8375561534548831,-0.84112775769307491,-0.83663052827273388,5
89,-1.5707167459622413,-0.81177141479497372,-0.81056716708324827,-0.80111831042587489,5
90,-1.5581675124321339,-0.84796990424152718,-0.84290981991244496,-0.838539747082783,5
91,-1.5496012721100623,-0.86518092277991321,-0.86865528962523275,-0.86437497438899136,5
92,-1.580956591411633,-0.83332258696521488,-0.83616491075686483,-0.82864210245830694,5
93,-1.5764668417907439,-0.82513781641518058,-0.83174247933104095,-0.82429446902700021,5
94,-1.5750774690425886,-0.84940602573625557,-0.8637148820873779,-0.85652492486442111,5
95,-1.5825198694970406,-0.87413798262333664,-0.87769462726262504,-0.86955099560957516,5
96,-1.5829050791688037,-0.84643093550433768,-0.84183459874126154,-0.83930081667699452,5
97,-1.5684148376809774,-0.80755654780393482,-0.81099351565199584,-0.8033959093589208,5
98,-1.5710739063860604,-0.85708403987343651,-0.85329552145114507,-0.84906008501161401,5
99,-1.5643813558266424,-0.86150834124912334,-0.86414123065612547,-0.85462131590396073,5
100,-1.5911590378637663,-0.84609434452901067,-0.84105295969855776,-0.83160036314145847,5
101,-1.57481006621219,-0.82836160997886776,-0.83034375683357109,-0.82176255691259614,5
102,-1.5740452567182526,-0.86447408173172657,-0.86756323890528309,-0.8597449785283825,5
103,-1.5681754840985227,-0.85954302394318638,-0.86334276206465532,-0.8535161755349705,5
104,-1.5631509288168359,-0.82272184119227798,-0.82400088689852058,-0.81871453863602406,5
105,-1.5823478341096513,-0.82628970553074399,-0.83057189071684834,-0.82515090606422103,5
106,-1.5922211693859092,-0.87210721707219729,-0.87360691686226521,-0.86385512832709754,5
107,-1.5787070417265312,-0.86795031852690907,-0.87231852140670807,-0.86959961430601129,5
108,-1.5655108055438507,-0.82203743954244646,-0.8313198706620194,-0.82099026761920701,5
109,-1.5724707589336675,-0.80915909483646375,-0.8113394563766374,-0.80365022254027896,5
110,-1.5752083655329936,-0.86785682103376272,-0.86722851787981903,-0.85916155417114914,5
111,-1.5634295513464123,-0.88065849779536542,-0.88092403067590108,-0.87197445063192935,5
112,-1.5797392540508672,-0.83136848935845542,-0.83795819267541249,-0.83041481492836233,5
113,-1.5661877273942306,-0.81779826320318949,-0.8186247810426035,-0.81571139915616231,5
114,-1.5826432861879938,-0.85629679098114397,-0.85833129643200923,-0.8477548600072905,5
115,-1.5699369768694005,-0.8700932810698242,-0.87120403128840318,-0.85980107702427033,5
116,-1.5688729753973947,-0.82823445338818868,-0.83208655010581967,-0.82706012487427016,5
117,-1.5720556300640975,-0.80861680937621472,-0.8182919299670024,-0.80706849088971067,5
118,-1.5864243248108336,-0.86256112302195154,-0.86217591335018851,-0.85411268954124442,5
119,-1.5788416781166619,-0.86518279272977616,-0.86349983785314122,-0.86057523626752241,5
120,-1.5747109588694548,-0.82739297594987127,-0.82999220625934067,-0.8204853811562165,5
121,-1.5802460104637206,-0.82282468843473899,-0.82475447669328039,-0.82201874004381725,5
122,-1.5816522127606423,-0.8595804229404449,-0.85578816461842766,-0.85412203929055908,5
123,-1.5769679883540084,-0.86146533240227596,-0.8629725119917957,-0.86090621739326056,5
124,-1.5610453652711795,-0.82986504966866159,-0.82884405704350317,-0.81866965983931383,5
125,-1.5610790243687123,-0.81048301933941658,-0.81283167636725362,-0.80804273476829591,5
126,-1.5747595775658909,-0.85629679098114397,-0.86141297380611404,-0.86087255829572795,5
127,-1.5809491116121814,-0.8744727036488007,-0.87530296138794061,-0.87176688619714438,5
128,-1.5699182773707712,-0.83497001279445415,-0.83672402576588023,-0.83233525343758907,5
129,-1.5800571455275649,-0.81985146815268406,-0.82182239530820977,-0.8156272514123305,5
130,-1.5909290340306264,-0.85973001892947909,-0.86502571694129027,-0.85651183521538066,5
131,-1.5689589930910892,-0.85823966888872583,-0.86180379332746593,-0.85386959605906387,5
132,-1.5709897586422288,-0.83585449907961895,-0.83877162086578605,-0.82230297242298223,5
133,-1.5698920980726903,-0.81002114172327344,-0.81180507389250645,-0.80547903350622219,5
134,-1.5867702655354752,-0.85864357805911817,-0.86300430113946547,-0.85419870723493918,5
135,-1.562657262053023,-0.85732526340575421,-0.86030970338698665,-0.85402106199796102,5
136,-1.5728746681040597,-0.84424496411457528,-0.84455537579182127,-0.83861828497702595,5
